,Reactant,Charge R,Multiplicity R,Product,Charge P,Multiplicity P,X,R1,R2,R3,R4,R5,Potential,canonSMILES
1916,C(OC)(=O)C1=CC=C(C([H])(C)C(OC)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])(C)C(OC)OC)C=C1,1,2,O,C,OC,C(OC)(=O),[H],C,2.47779397,COC(=O)c1ccc(C(C)C(OC)OC)cc1
1920,CCC1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OC)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,CC,C#N,C#N,2.48029729,CCc1ccc(C(C#N)(C#N)C(OC)c2ccccc2)cc1
1921,[H]C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C#N)OC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C#N)OC)C=C1,1,2,O,C,C#N,[H],C#N,C1=CC=CC=C1,2.48081428,COC(C#N)C(C#N)(c1ccccc1)c1ccccc1
1923,C(OC)(=O)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,C(OC)(=O),C#N,[H],2.48372575,COC(=O)c1ccc(C(C#N)C(OC)c2ccccc2)cc1
1924,[N+](=O)([O-])C1=CC=C(C([H])([H])C(C)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])([H])C(C)OC)C=C1,1,2,O,C,C,[N+](=O)([O-]),[H],[H],2.48394343,COC(C)Cc1ccc([N+](=O)[O-])cc1
1925,[N+](=O)([O-])C1=CC=C(C([H])(C#N)C(C2=CC=CC=C2)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])(C#N)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,[N+](=O)([O-]),[H],C#N,2.48511346,COCOC(c1ccccc1)C(C#N)c1ccc([N+](=O)[O-])cc1
1926,[H]C1=CC=C(C(C#N)(C)C(Br)OC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C)C(Br)OC)C=C1,1,2,O,C,Br,[H],C#N,C,2.487127,COC(Br)C(C)(C#N)c1ccccc1
1927,[H]C1=CC=C(C(C)(C#N)C(OC)OC)C=C1,0,1,[H]C1=CC=C(C(C)(C#N)C(OC)OC)C=C1,1,2,O,C,OC,[H],C,C#N,2.48729026,COC(OC)C(C)(C#N)c1ccccc1
1929,C(#N)C1=CC=C(C([H])(C)C(OC)OC)C=C1,0,1,C(#N)C1=CC=C(C([H])(C)C(OC)OC)C=C1,1,2,O,C,OC,C(#N),[H],C,2.48943985,COC(OC)C(C)c1ccc(C#N)cc1
1931,C(#N)C1=CC=C(C(C)([H])C(Br)OC)C=C1,0,1,C(#N)C1=CC=C(C(C)([H])C(Br)OC)C=C1,1,2,O,C,Br,C(#N),C,[H],2.49109966,COC(Br)C(C)c1ccc(C#N)cc1
1932,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)([H])C(C#N)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)([H])C(C#N)OCOC)C=C1,1,2,O,COC,C#N,[N+](=O)([O-]),C1=CC=CC=C1,[H],2.49118129,COCOC(C#N)C(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1933,C(OC)(=O)C1=CC=C(C([H])([H])C([H])OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])([H])C([H])OCOC)C=C1,1,2,O,COC,[H],C(OC)(=O),[H],[H],2.49275947,COCOCCc1ccc(C(=O)OC)cc1
1934,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(Br)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(Br)OCOC)C=C1,1,2,O,COC,Br,C(#N),C1=CC=CC=C1,C#N,2.49289552,COCOC(Br)C(C#N)(c1ccccc1)c1ccc(C#N)cc1
1936,C(OC)(=O)C1=CC=C(C(C)(C)C([H])OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C)C([H])OC)C=C1,1,2,O,C,[H],C(OC)(=O),C,C,2.49675934,COCC(C)(C)c1ccc(C(=O)OC)cc1
1937,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OC)C=C1,1,2,O,C,OC,C(OC)(=O),C1=CC=CC=C1,C#N,2.49814705,COC(=O)c1ccc(C(C#N)(c2ccccc2)C(OC)OC)cc1
1938,[N+](=O)([O-])C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,[N+](=O)([O-]),C,C#N,2.49860962,COC(c1ccccc1)C(C)(C#N)c1ccc([N+](=O)[O-])cc1
1939,[H]C1=CC=C(C(C#N)([H])C(OC)OC)C=C1,0,1,[H]C1=CC=C(C(C#N)([H])C(OC)OC)C=C1,1,2,O,C,OC,[H],C#N,[H],2.49972523,COC(OC)C(C#N)c1ccccc1
1940,[H]C1=CC=C(C(C#N)(C)C(C)OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C)C(C)OCOC)C=C1,1,2,O,COC,C,[H],C#N,C,2.50007896,COCOC(C)C(C)(C#N)c1ccccc1
1941,[N+](=O)([O-])C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,[N+](=O)([O-]),C,C1=CC=CC=C1,2.50010617,COCOC(C#N)C(C)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1945,[H]C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C#N)OCOC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,[H],C1=CC=CC=C1,C#N,2.50214692,COCOC(C#N)C(C#N)(c1ccccc1)c1ccccc1
1946,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(Br)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(Br)OCOC)C=C1,1,2,O,COC,Br,C(OC)(=O),C1=CC=CC=C1,C#N,2.50309927,COCOC(Br)C(C#N)(c1ccccc1)c1ccc(C(=O)OC)cc1
1947,CCC1=CC=C(C(C#N)(C#N)C(OC)OC)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C(OC)OC)C=C1,1,2,O,C,OC,CC,C#N,C#N,2.50342579,CCc1ccc(C(C#N)(C#N)C(OC)OC)cc1
1950,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OCOC)C=C1,1,2,O,COC,C,C(#N),C#N,C1=CC=CC=C1,2.50568422,COCOC(C)C(C#N)(c1ccccc1)c1ccc(C#N)cc1
1951,C(OC)(=O)C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OC)C=C1,1,2,O,C,[H],C(OC)(=O),C#N,C1=CC=CC=C1,2.50655494,COCC(C#N)(c1ccccc1)c1ccc(C(=O)OC)cc1
1952,[N+](=O)([O-])C1=CC=C(C(C)(C)C([H])OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C)(C)C([H])OCOC)C=C1,1,2,O,COC,[H],[N+](=O)([O-]),C,C,2.50984735,COCOCC(C)(C)c1ccc([N+](=O)[O-])cc1
1953,[H]C1=CC=C(C([H])([H])C(C#N)OCOC)C=C1,0,1,[H]C1=CC=C(C([H])([H])C(C#N)OCOC)C=C1,1,2,O,COC,C#N,[H],[H],[H],2.51093575,COCOC(C#N)Cc1ccccc1
1955,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OCOC)C=C1,1,2,O,COC,OC,C(OC)(=O),C1=CC=CC=C1,C#N,2.5135207000000004,COCOC(OC)C(C#N)(c1ccccc1)c1ccc(C(=O)OC)cc1
1958,[H]C1=CC=C(C(C#N)(C)C(OC)OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C)C(OC)OCOC)C=C1,1,2,O,COC,OC,[H],C#N,C,2.51645938,COCOC(OC)C(C)(C#N)c1ccccc1
1960,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OC)C=C1,0,1,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OC)C=C1,1,2,O,C,C1=CC=CC=C1,C(#N),C1=CC=CC=C1,C#N,2.51746615,COC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc(C#N)cc1
1961,CCC1=CC=C(C(C#N)(C#N)C(C)OCOC)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C(C)OCOC)C=C1,1,2,O,COC,C,CC,C#N,C#N,2.51749336,CCc1ccc(C(C#N)(C#N)C(C)OCOC)cc1
1962,[N+](=O)([O-])C1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OC)C=C1,1,2,O,C,C#N,[N+](=O)([O-]),[H],C1=CC=CC=C1,2.51999668,COC(C#N)C(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1964,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OCOC)C=C1,1,2,O,COC,OC,C(#N),C#N,C1=CC=CC=C1,2.52015994,COCOC(OC)C(C#N)(c1ccccc1)c1ccc(C#N)cc1
1965,CCC1=CC=C(C(C#N)(C#N)C(C)OC)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C(C)OC)C=C1,1,2,O,C,C,CC,C#N,C#N,2.52084019,CCc1ccc(C(C#N)(C#N)C(C)OC)cc1
1966,C(#N)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC)C=C1,0,1,C(#N)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,C(#N),C#N,[H],2.52111229,COC(c1ccccc1)C(C#N)c1ccc(C#N)cc1
1967,[H]C1=CC=C(C([H])(C#N)C([H])OC)C=C1,0,1,[H]C1=CC=C(C([H])(C#N)C([H])OC)C=C1,1,2,O,C,[H],[H],[H],C#N,2.52214627,COCC(C#N)c1ccccc1
1969,[H]C1=CC=C(C(C#N)([H])C(C)OC)C=C1,0,1,[H]C1=CC=C(C(C#N)([H])C(C)OC)C=C1,1,2,O,C,C,[H],C#N,[H],2.52269047,COC(C)C(C#N)c1ccccc1
1970,C(OC)(=O)C1=CC=C(C(C)(C)C([H])OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C)C([H])OCOC)C=C1,1,2,O,COC,[H],C(OC)(=O),C,C,2.52279931,COCOCC(C)(C)c1ccc(C(=O)OC)cc1
1971,[H]C1=CC=C(C([H])([H])C(C#N)OC)C=C1,0,1,[H]C1=CC=C(C([H])([H])C(C#N)OC)C=C1,1,2,O,C,C#N,[H],[H],[H],2.52288094,COC(C#N)Cc1ccccc1
1972,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C)OCOC)C=C1,1,2,O,COC,C,[N+](=O)([O-]),C1=CC=CC=C1,C#N,2.52435028,COCOC(C)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1973,C(#N)C1=CC=C(C(C)(C)C(Br)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C)(C)C(Br)OCOC)C=C1,1,2,O,COC,Br,C(#N),C,C,2.52560194,COCOC(Br)C(C)(C)c1ccc(C#N)cc1
1975,C(#N)C1=CC=C(C([H])(C)C([H])OCOC)C=C1,0,1,C(#N)C1=CC=C(C([H])(C)C([H])OCOC)C=C1,1,2,O,COC,[H],C(#N),[H],C,2.52734338,COCOCC(C)c1ccc(C#N)cc1
1977,C(OC)(=O)C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OCOC)C=C1,1,2,O,COC,[H],C(OC)(=O),C#N,C1=CC=CC=C1,2.53305748,COCOCC(C#N)(c1ccccc1)c1ccc(C(=O)OC)cc1
1978,C(#N)C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OC)C=C1,0,1,C(#N)C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,C(#N),C,C#N,2.536105,COC(c1ccccc1)C(C)(C#N)c1ccc(C#N)cc1
1980,CCC1=CC=C(C(C#N)(C#N)C(Br)OCOC)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C(Br)OCOC)C=C1,1,2,O,COC,Br,CC,C#N,C#N,2.53814575,CCc1ccc(C(C#N)(C#N)C(Br)OCOC)cc1
1981,C(#N)C1=CC=C(C([H])([H])C(Br)OCOC)C=C1,0,1,C(#N)C1=CC=C(C([H])([H])C(Br)OCOC)C=C1,1,2,O,COC,Br,C(#N),[H],[H],2.53817296,COCOC(Br)Cc1ccc(C#N)cc1
1983,C(#N)C1=CC=C(C(C)(C)C(C)OC)C=C1,0,1,C(#N)C1=CC=C(C(C)(C)C(C)OC)C=C1,1,2,O,C,C,C(#N),C,C,2.54353333,COC(C)C(C)(C)c1ccc(C#N)cc1
1987,C(OC)(=O)C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,C(OC)(=O),C#N,C,2.54870323,COCOC(c1ccccc1)C(C)(C#N)c1ccc(C(=O)OC)cc1
1988,[N+](=O)([O-])C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,[N+](=O)([O-]),C#N,[H],2.55058072,COC(c1ccccc1)C(C#N)c1ccc([N+](=O)[O-])cc1
1993,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OC)C=C1,1,2,O,C,C,[N+](=O)([O-]),C#N,C1=CC=CC=C1,2.55273031,COC(C)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1994,[H]C1=CC=C(C(C)(C#N)C([H])OC)C=C1,0,1,[H]C1=CC=C(C(C)(C#N)C([H])OC)C=C1,1,2,O,C,[H],[H],C,C#N,2.55289357,COCC(C)(C#N)c1ccccc1
1997,[H]C1=CC=C(C(C#N)(C)C([H])OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C)C([H])OCOC)C=C1,1,2,O,COC,[H],[H],C#N,C,2.55520642,COCOCC(C)(C#N)c1ccccc1
2001,C(OC)(=O)C1=CC=C(C([H])(C#N)C(C2=CC=CC=C2)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])(C#N)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,C(OC)(=O),[H],C#N,2.56034911,COCOC(c1ccccc1)C(C#N)c1ccc(C(=O)OC)cc1
2003,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OC)C=C1,0,1,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OC)C=C1,1,2,O,C,Br,C(#N),C#N,C1=CC=CC=C1,2.56108378,COC(Br)C(C#N)(c1ccccc1)c1ccc(C#N)cc1
2005,C(#N)C1=CC=C(C([H])([H])C(OC)OCOC)C=C1,0,1,C(#N)C1=CC=C(C([H])([H])C(OC)OCOC)C=C1,1,2,O,COC,OC,C(#N),[H],[H],2.56372315,COCOC(Cc1ccc(C#N)cc1)OC
2006,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C#N)C([H])OC)C=C1,0,1,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C#N)C([H])OC)C=C1,1,2,O,C,[H],C(#N),C1=CC=CC=C1,C#N,2.56396804,COCC(C#N)(c1ccccc1)c1ccc(C#N)cc1
2008,[H]C1=CC=C(C([H])(C#N)C(Br)OC)C=C1,0,1,[H]C1=CC=C(C([H])(C#N)C(Br)OC)C=C1,1,2,O,C,Br,[H],[H],C#N,2.56541017,COC(Br)C(C#N)c1ccccc1
2010,C(#N)C1=CC=C(C([H])(C)C(OC)OCOC)C=C1,0,1,C(#N)C1=CC=C(C([H])(C)C(OC)OCOC)C=C1,1,2,O,COC,OC,C(#N),[H],C,2.56554622,COCOC(OC)C(C)c1ccc(C#N)cc1
2012,C(#N)C1=CC=C(C(C)([H])C(Br)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C)([H])C(Br)OCOC)C=C1,1,2,O,COC,Br,C(#N),C,[H],2.56927399,COCOC(Br)C(C)c1ccc(C#N)cc1
2015,C(#N)C1=CC=C(C([H])([H])C(C)OCOC)C=C1,0,1,C(#N)C1=CC=C(C([H])([H])C(C)OCOC)C=C1,1,2,O,COC,C,C(#N),[H],[H],2.57294734,COCOC(C)Cc1ccc(C#N)cc1
2016,[H]C1=CC=C(C(C#N)(C)C(Br)OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C)C(Br)OCOC)C=C1,1,2,O,COC,Br,[H],C#N,C,2.57313781,COCOC(Br)C(C)(C#N)c1ccccc1
2017,[H]C1=CC=C(C(C#N)([H])C(OC)OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)([H])C(OC)OCOC)C=C1,1,2,O,COC,OC,[H],C#N,[H],2.57523298,COCOC(OC)C(C#N)c1ccccc1
2018,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OCOC)C=C1,1,2,O,COC,OC,[N+](=O)([O-]),C#N,C1=CC=CC=C1,2.57588602,COCOC(OC)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
2021,[N+](=O)([O-])C1=CC=C(C([H])(C)C([H])OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])(C)C([H])OC)C=C1,1,2,O,C,[H],[N+](=O)([O-]),[H],C,2.57678395,COCC(C)c1ccc([N+](=O)[O-])cc1
2022,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OCOC)C=C1,1,2,O,COC,[H],C(#N),C#N,C1=CC=CC=C1,2.5774642000000005,COCOCC(C#N)(c1ccccc1)c1ccc(C#N)cc1
2024,[N+](=O)([O-])C1=CC=C(C([H])([H])C([H])OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])([H])C([H])OC)C=C1,1,2,O,C,[H],[N+](=O)([O-]),[H],[H],2.57847097,COCCc1ccc([N+](=O)[O-])cc1
2025,[H]C1=CC=C(C(C#N)([H])C([H])OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)([H])C([H])OCOC)C=C1,1,2,O,COC,[H],[H],C#N,[H],2.57857981,COCOCC(C#N)c1ccccc1
2027,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OC)C=C1,1,2,O,C,OC,[N+](=O)([O-]),C#N,C1=CC=CC=C1,2.58023962,COC(OC)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
2030,C(#N)C1=CC=C(C([H])([H])C(OC)OC)C=C1,0,1,C(#N)C1=CC=C(C([H])([H])C(OC)OC)C=C1,1,2,O,C,OC,C(#N),[H],[H],2.58432112,COC(Cc1ccc(C#N)cc1)OC
2032,[H]C1=CC=C(C(C#N)([H])C(C)OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)([H])C(C)OCOC)C=C1,1,2,O,COC,C,[H],C#N,[H],2.58959986,COCOC(C)C(C#N)c1ccccc1
2034,[N+](=O)([O-])C1=CC=C(C([H])([H])C(C)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])([H])C(C)OCOC)C=C1,1,2,O,COC,C,[N+](=O)([O-]),[H],[H],2.58989917,COCOC(C)Cc1ccc([N+](=O)[O-])cc1
2037,C(OC)(=O)C1=CC=C(C(C)(C#N)C(OC)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C#N)C(OC)OCOC)C=C1,1,2,O,COC,OC,C(OC)(=O),C,C#N,2.59153177,COCOC(OC)C(C)(C#N)c1ccc(C(=O)OC)cc1
2039,CCC1=CC=C(C(C#N)(C#N)C([H])OCOC)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C([H])OCOC)C=C1,1,2,O,COC,[H],CC,C#N,C#N,2.59743634,CCc1ccc(C(C#N)(C#N)COCOC)cc1
2041,C(#N)C1=CC=C(C([H])([H])C([H])OCOC)C=C1,0,1,C(#N)C1=CC=C(C([H])([H])C([H])OCOC)C=C1,1,2,O,COC,[H],C(#N),[H],[H],2.60018455,COCOCCc1ccc(C#N)cc1
2043,[N+](=O)([O-])C1=CC=C(C([H])(C)C(Br)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])(C)C(Br)OC)C=C1,1,2,O,C,Br,[N+](=O)([O-]),[H],C,2.60219809,COC(Br)C(C)c1ccc([N+](=O)[O-])cc1
2044,[H]C1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,[H],C#N,C#N,2.6035858,COC(c1ccccc1)C(C#N)(C#N)c1ccccc1
2049,C(OC)(=O)C1=CC=C(C(C)(C#N)C(C)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C#N)C(C)OC)C=C1,1,2,O,C,C,C(OC)(=O),C,C#N,2.6079394000000002,COC(=O)c1ccc(C(C)(C#N)C(C)OC)cc1
2050,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C#N)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C#N)OC)C=C1,1,2,O,C,C#N,C(OC)(=O),C1=CC=CC=C1,C#N,2.61221137,COC(=O)c1ccc(C(C#N)(c2ccccc2)C(C#N)OC)cc1
2051,C(OC)(=O)C1=CC=C(C(C)(C#N)C(OC)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C#N)C(OC)OC)C=C1,1,2,O,C,OC,C(OC)(=O),C,C#N,2.61313651,COC(=O)c1ccc(C(C)(C#N)C(OC)OC)cc1
2053,C(#N)C1=CC=C(C(C)(C#N)C(OC)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C)(C#N)C(OC)OCOC)C=C1,1,2,O,COC,OC,C(#N),C,C#N,2.61607519,COCOC(OC)C(C)(C#N)c1ccc(C#N)cc1
2056,CCC1=CC=C(C(C#N)(C#N)C([H])OC)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C([H])OC)C=C1,1,2,O,C,[H],CC,C#N,C#N,2.61955807,CCc1ccc(C(C#N)(C#N)COC)cc1
2058,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OC)C=C1,1,2,O,C,[H],[N+](=O)([O-]),C#N,C1=CC=CC=C1,2.62611568,COCC(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
2060,[N+](=O)([O-])C1=CC=C(C([H])(C)C([H])OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])(C)C([H])OCOC)C=C1,1,2,O,COC,[H],[N+](=O)([O-]),[H],C,2.63177536,COCOCC(C)c1ccc([N+](=O)[O-])cc1
2061,C(OC)(=O)C1=CC=C(C([H])(C#N)C(C)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])(C#N)C(C)OC)C=C1,1,2,O,C,C,C(OC)(=O),[H],C#N,2.63207467,COC(=O)c1ccc(C(C#N)C(C)OC)cc1
2062,C(#N)C1=CC=C(C(C)([H])C([H])OC)C=C1,0,1,C(#N)C1=CC=C(C(C)([H])C([H])OC)C=C1,1,2,O,C,[H],C(#N),C,[H],2.63229235,COCC(C)c1ccc(C#N)cc1
2064,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C#N)C(Br)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C#N)C(Br)OC)C=C1,1,2,O,C,Br,[N+](=O)([O-]),C1=CC=CC=C1,C#N,2.63305423,COC(Br)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
2065,[H]C1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,[H],C#N,C#N,2.63743504,COCOC(c1ccccc1)C(C#N)(C#N)c1ccccc1
2067,[H]C1=CC=C(C([H])(C#N)C(Br)OCOC)C=C1,0,1,[H]C1=CC=C(C([H])(C#N)C(Br)OCOC)C=C1,1,2,O,COC,Br,[H],[H],C#N,2.64040093,COCOC(Br)C(C#N)c1ccccc1
2068,C(OC)(=O)C1=CC=C(C(C)([H])C(Br)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)([H])C(Br)OC)C=C1,1,2,O,C,Br,C(OC)(=O),C,[H],2.64418312,COC(=O)c1ccc(C(C)C(Br)OC)cc1
2070,CCC1=CC=C(C(C#N)(C#N)C(Br)OC)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C(Br)OC)C=C1,1,2,O,C,Br,CC,C#N,C#N,2.64788368,CCc1ccc(C(C#N)(C#N)C(Br)OC)cc1
2071,C(OC)(=O)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C#N)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,C(OC)(=O),C#N,C1=CC=CC=C1,2.65052305,COCOC(C#N)C(C#N)(c1ccccc1)c1ccc(C(=O)OC)cc1
2072,C(OC)(=O)C1=CC=C(C(C)(C)C(C#N)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C)C(C#N)OC)C=C1,1,2,O,C,C#N,C(OC)(=O),C,C,2.66244103,COC(=O)c1ccc(C(C)(C)C(C#N)OC)cc1
